"","port_origin","voyage_id","ship_name","place_of_purchase","port_arrival","year_arrival","n_slaves_arrived","captains_name","country","lat","lng"
"17999","London","75396","Elizabeth","Gold Coast","Charleston","1765","180","McNeil, John","United Kingdom",51.5,-0.1167
"18000","London","14921","Lusitania","West Central Africa and St. Helena","Saint John (Antigua)","1702","136","Sorrell, Paul","United Kingdom",51.5,-0.1167
"18001","London","9636","Friendship","New Calabar","Barbados","1666","146","Peachy, James","United Kingdom",51.5,-0.1167
"18002","London","76711","Mermaid","West Central Africa and St. Helena","Charleston","1738","176","Wilson, William","United Kingdom",51.5,-0.1167
"18003","London","20097","Lucitania Merchant","Whydah","Barbados","1687","253","Bennett, William","United Kingdom",51.5,-0.1167
"18004","London","24042","Margaret","Windward Coast",NA,"1728",NA,"Weedon, Edmund","United Kingdom",51.5,-0.1167
"18005","London","77937","MacLeane","Saint-Louis","Dominica","1768",NA,"Falkland, William","United Kingdom",51.5,-0.1167
"18006","London","78901","Good Hope Gally","Gold Coast","Barbados","1714","350","Cronker, Walter","United Kingdom",51.5,-0.1167
"18007","London","24292","Margaret","Africa.",NA,"1699",NA,"Thomson, John","United Kingdom",51.5,-0.1167
"18008","London","76460","Royal African Packet","Cabinda","Jamaica","1723","198","Cornwell, Henry","United Kingdom",51.5,-0.1167
"18009","London","24311","Katherine Bonadventure","Africa.",NA,"1700",NA,"Imping, Phillip","United Kingdom",51.5,-0.1167
"18010","London","9640","Golden Lyon","Ardra","Barbados","1667","207","Holditch, Abr","United Kingdom",51.5,-0.1167
"18011","London","76470","Anglesea","Sierra Leone estuary","Barbados","1714",NA,"Bickford, John","United Kingdom",51.5,-0.1167
"18012","London","24589","Prince of Orange","Saint-Louis","Grenada","1764",NA,"Stephens<br/> Tucker, William","United Kingdom",51.5,-0.1167
"18013","London","82469","Maria","Cape Coast Castle",NA,"1791",NA,"Mollett","United Kingdom",51.5,-0.1167
"18014","London","78128","John","Anomabu","Dominica","1774",NA,"Bold, Arthur","United Kingdom",51.5,-0.1167
"18015","London","76118","Sabina","Saint-Louis","Charleston","1773","200","Dove<br/> Clark, John<br/> Haycraft, Samuel","United Kingdom",51.5,-0.1167
"18016","London","76482","Lyon and Lamb","Africa.","Barbados","1715","141","Warner, Henry<br/> Henry, Owen","United Kingdom",51.5,-0.1167
"18017","London","9653","Loyall Fact","West Central Africa and St. Helena","Jamaica","1689","286","Kempthorn, S","United Kingdom",51.5,-0.1167
"18018","London","15249","Robert","Calabar","Jamaica","1687","107","Clarke, William<br/> Ashweek, Holecomb","United Kingdom",51.5,-0.1167
"18019","London","9736","Prince of Orange","Whydah","Barbados","1700","466","Daniel, Josiah<br/> Nash, James","United Kingdom",51.5,-0.1167
"18020","London","9938","Golden Lyon","Cape Coast Castle","Nevis","1678",NA,"Wilkins, William","United Kingdom",51.5,-0.1167
"18021","London","14970","Lisbon Merchant","Whydah","Barbados","1683","208","Woolsford, William","United Kingdom",51.5,-0.1167
"18022","London","75493","Fly","Cape Mount (Cape Grand Mount)","St. Croix","1768",NA,"Taylor, Alexander","United Kingdom",51.5,-0.1167
"18023","London","76494","Anne Frigate","Africa.","Barbados","1717","355","Gadson, Thomas","United Kingdom",51.5,-0.1167
"18024","London","83648","Surprize","Anomabu","Kingston","1793","518","Martin, J<br/> Campbell","United Kingdom",51.5,-0.1167
"18025","London","76492","Swallow Gally","Africa.","Barbados","1717","390","Herbert, Thomas","United Kingdom",51.5,-0.1167
"18026","London","76491","Windsor","Africa.","Barbados","1717","121","Fenn, James","United Kingdom",51.5,-0.1167
"18027","London","15080","Dragon","Calabar",NA,"1698",NA,NA,"United Kingdom",51.5,-0.1167
"18028","London","81527","Friendship","Cape Coast Castle","Lucea (a) St. Lucea","1789","25","Vaughan, Richard<br/> Lamb, Edward","United Kingdom",51.5,-0.1167
"18029","London","75812","Maria",NA,NA,"1759",NA,"Sinclair","United Kingdom",51.5,-0.1167
"18030","London","84096","Young Hero","Africa.","Antonia","1794","136","Worthington, Matthew","United Kingdom",51.5,-0.1167
"18031","London","76750","John and Ann","Gambia","Barbados","1731","88","Stoneham, Thomas","United Kingdom",51.5,-0.1167
"18032","London","21177","John Bonadventure","Africa.","York River","1705","420","Ford, Anthony","United Kingdom",51.5,-0.1167
"18033","London","26290","Edward","Calabar","British Caribbean, colony unspecified","1657",NA,"Cook","United Kingdom",51.5,-0.1167
"18034","London","14993","Royal Africa","Whydah","Barbados","1701",NA,"Holloway, John<br/> Gates, Alex","United Kingdom",51.5,-0.1167
"18035","London","77776","Sally","Saint-Louis","Charleston","1764",NA,"Sloass, James","United Kingdom",51.5,-0.1167
"18036","London","26297","Samuel","Africa.","Barbados","1658",NA,NA,"United Kingdom",51.5,-0.1167
"18037","London","15272","Champion","New Calabar","Newcastle (Nevis)","1682",NA,"Hayles, George","United Kingdom",51.5,-0.1167
"18038","London","83953","Venus","Gold Coast","Grenada","1791","226","Marman, John","United Kingdom",51.5,-0.1167
"18039","London","75095","Arcturus","Gambia","Kingston","1763","106","Campbell, Duncan","United Kingdom",51.5,-0.1167
"18040","London","9676","Dragon","Whydah","Barbados","1688",NA,"Butteram, Francis","United Kingdom",51.5,-0.1167
"18041","London","24343","Susannah",NA,NA,"1719",NA,"Wood","United Kingdom",51.5,-0.1167
"18042","London","81817","Hero","Africa.","Barbados","1798","36","Caldwell, Noble","United Kingdom",51.5,-0.1167
"18043","London","77546","Saint Fernando","Africa.","Kingston","1742","154","Lamont, Archibald<br/> Paterson","United Kingdom",51.5,-0.1167
"18044","London","24345","Prosperous","Africa.",NA,"1718",NA,NA,"United Kingdom",51.5,-0.1167
"18045","London","20170","Success","Africa.","Cartagena","1699","304","Churchey, William","United Kingdom",51.5,-0.1167
"18046","London","20895","Adventure","Africa.","Maryland","1707","92","Lewis, Daniel","United Kingdom",51.5,-0.1167
"18047","London","21564","Friendship",NA,NA,"1652",NA,"Blake, John","United Kingdom",51.5,-0.1167
"18048","London","76631","Sarah","Africa.","St. Kitts","1725","180","Collingwood, James","United Kingdom",51.5,-0.1167
"18049","London","75149","Betty","Anomabu","Kingston","1765","240","Paterson, Dun Forbes","United Kingdom",51.5,-0.1167
"18050","London","76640","Margaret","Bight of Benin","Saint John (Antigua)","1722","205","Anderson, William<br/> Owen, John","United Kingdom",51.5,-0.1167
"18051","London","76793","Pelican",NA,NA,"1732",NA,"Williams, William","United Kingdom",51.5,-0.1167
"18052","London","24146","John and Charles","Africa.",NA,"1703",NA,"Bower, George","United Kingdom",51.5,-0.1167
"18053","London","15009","Rook","Gold Coast","Jamaica","1705","300","Blankett, William","United Kingdom",51.5,-0.1167
"18054","London","24142","Betty","Africa.","Jamaica","1702",NA,"Beasley, Edward","United Kingdom",51.5,-0.1167
"18055","London","26325","Thomas","Africa.",NA,"1703",NA,"Lett, Thomas","United Kingdom",51.5,-0.1167
"18056","London","77042","Europe","Cabinda","Buenos Aires","1715","373","Bound, Thomas","United Kingdom",51.5,-0.1167
"18057","London","76522","John and Samuel","Anomabu","Spanish Caribbean, unspecified","1719","162","Yourson, John","United Kingdom",51.5,-0.1167
"18058","London","25702","Prosperous","Gambia",NA,"1715",NA,NA,"United Kingdom",51.5,-0.1167
"18059","London","9654","African","Calabar","Jamaica","1689","202","Barnes, Ed","United Kingdom",51.5,-0.1167
"18060","London","81234","Elizabeth Anderson","Bance Island (Ben's Island)","Zion Hill","1798","391","Wilkins, James","United Kingdom",51.5,-0.1167
"18061","London","77814","Union","Bonny","Kingston","1765","165","Cowie, Robert","United Kingdom",51.5,-0.1167
"18062","London","77050","Sarah Gally","Madagascar","Buenos Aires","1717","347","Bloome","United Kingdom",51.5,-0.1167
"18063","London","9564","Speedwell","Ardra","???","1664","282","Carteret","United Kingdom",51.5,-0.1167
"18064","London","78240","Neptune","Africa.","West Indies (colony unspecified)","1776",NA,"Hall, Abraham","United Kingdom",51.5,-0.1167
"18065","London","9704","China Merchant","Whydah","Jamaica","1693","275","Roberts, Henry","United Kingdom",51.5,-0.1167
"18066","London","77824","Utfield","Gambia","Grenada","1766","107","Darvill, Richard<br/> Ratchford, James","United Kingdom",51.5,-0.1167
"18067","London","76980","Charming Sally","Cape Coast Castle","Saint John (Antigua)","1758",NA,"Curlett, Thomas","United Kingdom",51.5,-0.1167
"18068","London","76824","Finch","Gambia","Lisbon","1733",NA,"Coffin, Matthew","United Kingdom",51.5,-0.1167
"18069","London","76165","Shindea","Saint-Louis","Jamaica","1776",NA,"Lothian, Patrick","United Kingdom",51.5,-0.1167
"18070","London","15034","Daniel and Hester","West Central Africa and St. Helena","Jamaica","1701","58","Harwood, James","United Kingdom",51.5,-0.1167
"18071","London","78260","Meredith","Anomabu","Grenada","1770",NA,"Price, Ebenezer<br/> Blundell, Thos","United Kingdom",51.5,-0.1167
"18072","London","21995","Rappahanock","Bight of Biafra and Gulf of Guinea Islands","Cartagena","1656",NA,"Clarke, Thomas","United Kingdom",51.5,-0.1167
"18073","London","26409","John and Sarah","Africa.","Barbados","1668",NA,"Bowles, Isaac","United Kingdom",51.5,-0.1167
"18074","London","76536","Whydah Frigate","Whydah","Barbados","1721","371","Barlow, Samuel","United Kingdom",51.5,-0.1167
"18075","London","9711","African","Gambia","Jamaica","1694","383","Thompson, Benjamin","United Kingdom",51.5,-0.1167
"18076","London","76538","Cape Coast Frigate","Cape Coast Castle","Barbados","1722","192","Canning, Thomas<br/> Atkinson, William","United Kingdom",51.5,-0.1167
"18077","London","78081","Tyrell (a) Tryal","Saint-Louis","Americas","1772",NA,"Murragh, Duncan (a) Murray","United Kingdom",51.5,-0.1167
"18078","London","75245","Catherine","Bight of Benin","Barbados","1718",NA,"Heartsease, Samuel","United Kingdom",51.5,-0.1167
"18079","London","76663","London Spy","Africa.","Saint John (Antigua)","1726","141","Pollexsen, Robert<br/> Meeten, P","United Kingdom",51.5,-0.1167
"18080","London","20221","John and Mary","Africa.","Jamaica","1701","105","Lumley, John","United Kingdom",51.5,-0.1167
"18081","London","77622","Prince George","Gambia","Charleston","1753","270","Bostock, Peter","United Kingdom",51.5,-0.1167
"18082","London","20227","Monmouth Gally","Africa.","Barbados","1701","90","Belton, William<br/> Prissick, T","United Kingdom",51.5,-0.1167
"18083","London","25921","Seeker","Africa.","St. Kitts","1729",NA,"McPheadris, Gilbert","United Kingdom",51.5,-0.1167
"18084","London","76359","Mary","Gold Coast",NA,"1738",NA,"Fox","United Kingdom",51.5,-0.1167
"18085","London","82180","Kitty","Cape Coast Castle","Morant Bay","1790","113","Glynn, James<br/> Adams, George","United Kingdom",51.5,-0.1167
"18086","London","76671","Loyal Samuel","Gambia","St. Kitts","1727","193","Lovett, John","United Kingdom",51.5,-0.1167
"18087","London","81035","Diligence","Africa.","St. Vincent","1802",NA,"Higgins, E","United Kingdom",51.5,-0.1167
"18088","London","84010","Wheatfield","Africa.","Demerara","1801",NA,"Dixon, John","United Kingdom",51.5,-0.1167
"18089","London","24214","Blossom","Africa.",NA,"1701",NA,"Laurence, Samuel","United Kingdom",51.5,-0.1167
"18090","London","75924","Neptune","Saint-Louis",NA,"1761",NA,"Mauger","United Kingdom",51.5,-0.1167
"18091","London","75283","Clapham","Cape Coast Castle","Jamaica","1717",NA,"Peele, John<br/> Hallum, Edward","United Kingdom",51.5,-0.1167
"18092","London","81425","Farnham","Congo River","Charleston","1806","311","Tonkin, R","United Kingdom",51.5,-0.1167
"18093","London","24230","Cabenda Gally","Africa.","Nevis","1702",NA,"Gellibrand, Nicholas","United Kingdom",51.5,-0.1167
"18094","London","15193","Martin Gally","Africa.","French Caribbean, colony unspecified","1710","225","Brethorne, John","United Kingdom",51.5,-0.1167
"18095","London","80887","Commerce","Cape Coast Castle","Kingston","1790","181","Stuart, T<br/> Brown, Robert","United Kingdom",51.5,-0.1167
"18096","London","15191","Raper Gally","Gold Coast","Kingston","1710","294","Bonham, Samuel","United Kingdom",51.5,-0.1167
"18097","London","83641","Sugar Cane","Cape Coast Castle",NA,"1796",NA,"Marman, John","United Kingdom",51.5,-0.1167
"18098","London","76688","Mediterranean","Africa.","Charleston","1718","160","Lone, Arthur","United Kingdom",51.5,-0.1167
"18099","London","80891","Concord","Sierra Leone estuary","Grenada","1788","298","Dove, Michael<br/> Smith, Josiah","United Kingdom",51.5,-0.1167
"18100","London","15198","Hawke","Africa.","Montserrat","1710","204","Collingwood, John","United Kingdom",51.5,-0.1167
"18101","London","75344","Dolphin","Africa.",NA,"1722",NA,"Fitchet, Thomas","United Kingdom",51.5,-0.1167
"18102","London","75793","Lucy","Africa.","Jamaica","1725",NA,"Strange, Edmund","United Kingdom",51.5,-0.1167
"18103","London","20265","Judith","Africa.","Jamaica","1702","140","Berry, Thomas","United Kingdom",51.5,-0.1167
"18104","London","77668","Robert and Charles","Africa.","Jamaica","1755",NA,"Conry, Patrick","United Kingdom",51.5,-0.1167
"18105","London","24557","Gallem","Saint-Louis","Grenada","1764",NA,"Pye<br/> Mackey","United Kingdom",51.5,-0.1167
"18106","London","80066","Adventure","Bance Island (Ben's Island)","Saint John (Antigua)","1786","54","Gibson, John James","United Kingdom",51.5,-0.1167
"18107","London","75364","Duke of Marlborough","Anomabu","Kingston","1762","509","Livingston, Gilbert<br/> Forster, Isaac","United Kingdom",51.5,-0.1167
"18108","London","20267","Liverpool","Africa.","Barbados","1702","440","Webster, William","United Kingdom",51.5,-0.1167
"18109","London","76574","Prince Frederick","Africa.","Barbados","1737","87","Eales, James<br/> Fellowes, Henry","United Kingdom",51.5,-0.1167
"18110","London","77674","Unity","Sofala","Charleston","1758",NA,"Sargent, Step","United Kingdom",51.5,-0.1167
"18111","London","76698","Lydia","Africa.","Charleston","1727","218","Austin, Robert","United Kingdom",51.5,-0.1167
"18112","London","76419","Portugal Galley","Africa.",NA,"1722",NA,"Boyle, William","United Kingdom",51.5,-0.1167
"18113","London","15083","Faulkonbergh","Africa.","Saint John (Antigua)","1707","171","Luke, John","United Kingdom",51.5,-0.1167
"18114","London","21901","Loyal Society","Africa.","Annapolis","1695",NA,"Ely, Thomas","United Kingdom",51.5,-0.1167
"18115","London","76700","Isabella","West Central Africa and St. Helena","Charleston","1734","102","Poey, Peter","United Kingdom",51.5,-0.1167
"18116","London","76704","Susanna","Loango","Charleston","1737","181","Yoakley, John<br/> Cross, Benjamin","United Kingdom",51.5,-0.1167
"18117","London","76430","Ruby","Cape Coast Castle","Barbados","1729","150","Pearce, John<br/> Pearce, Jeremiah","United Kingdom",51.5,-0.1167
"18118","London","76907","Marlborough","Africa.","St. Kitts","1737",NA,"Evans, Daniel","United Kingdom",51.5,-0.1167
"18119","London","21133","North Sound Frigt","Gold Coast","Newcastle (Nevis)","1703","260","Ash, Ralph","United Kingdom",51.5,-0.1167
"18120","London","9633","Hope","Calabar","Barbados","1666","244","Basker","United Kingdom",51.5,-0.1167
"18121","London","77699","Juliana","Whydah","Jamaica","1758",NA,"Frazer, Alexander","United Kingdom",51.5,-0.1167
"18122","London","76710","Princess Carolina","Gambia","Charleston","1738","233","Johnson, William","United Kingdom",51.5,-0.1167
"18123","London","15097","Defiance","Africa.","Saint John (Antigua)","1701","80","Humble, William","United Kingdom",51.5,-0.1167
"18124","London","76714","Speaker","Cabinda","Charleston","1733",NA,"Flower, Henry","United Kingdom",51.5,-0.1167
"18125","London","76588","Hanover Galley","Cape Coast Castle","Kingston","1718","87","Sykes, Robert<br/> Garrette","United Kingdom",51.5,-0.1167
"18126","London","81318","Esther","Cape Mount (Cape Grand Mount)","Kingston","1801","291","Bowers, Stephen<br/> Main, James<br/> Abbot","United Kingdom",51.5,-0.1167
"18127","London","21144","Betty Frigate","Whydah","Jamaica","1704","560","Stanley, Stephen","United Kingdom",51.5,-0.1167
"18128","London","80089","Africa","Gambia","Jamaica","1790","106","Nevin, John","United Kingdom",51.5,-0.1167
"18129","London","80090","Africa","Gambia","Dominica","1792","121","Rae, John","United Kingdom",51.5,-0.1167
"18130","London","75432","Europe","Whydah","Buenos Aires","1718","312","Dufay, James","United Kingdom",51.5,-0.1167
"18131","London","21148","Thomas Frigott","Gold Coast","Jamaica","1704","288","Lett, Thomas","United Kingdom",51.5,-0.1167
"18132","London","77716","Nancy","Iles de Los","Basse-Terre","1759","297","Bainbridge, Samuel","United Kingdom",51.5,-0.1167
"18133","London","9644","Willing Mind","New Calabar","Barbados","1666","102","Pewsie, Isaac","United Kingdom",51.5,-0.1167
"18134","London","75476","Fasby","Cape Coast Castle","Havana","1725",NA,"Warden, William","United Kingdom",51.5,-0.1167
"18135","London","76727","Seeker",NA,NA,"1731",NA,"McPheadris, Gilbert","United Kingdom",51.5,-0.1167
"18136","London","15107","Chester Frigate","Africa.","Saint John (Antigua)","1702","320","Wilde, Jacob","United Kingdom",51.5,-0.1167
"18137","London","80724","Cadiz Dispatch","Africa.","St. Vincent","1794","158","Kitson<br/> Baldy","United Kingdom",51.5,-0.1167
"18138","London","75477","Faulcon","Africa.","Jamaica","1726",NA,"Saunders, Samuel","United Kingdom",51.5,-0.1167
"18139","London","77734","Betty and Peggy","Africa.","Tortola","1760",NA,"Kenny, William","United Kingdom",51.5,-0.1167
"18140","London","82473","Marquis of Huntley","Congo River","Charleston","1805","381","Hamilton, Hance","United Kingdom",51.5,-0.1167
"18141","London","83529","Satyr","Congo River","Dominica","1806",NA,"Minor, John<br/> Jones","United Kingdom",51.5,-0.1167
"18142","London","9657","Jeffery","Bight of Biafra and Gulf of Guinea Islands","Barbados","1689",NA,"Soane, John","United Kingdom",51.5,-0.1167
"18143","London","14975","Lady Francis","New Calabar","Virginia","1688",NA,"Wilkins, Amos","United Kingdom",51.5,-0.1167
"18144","London","15120","Shrewsbury","Gold Coast","Saint John (Antigua)","1704","250","Ingle, John","United Kingdom",51.5,-0.1167
"18145","London","24084","Emelia","Africa.",NA,"1710",NA,"Prince, John","United Kingdom",51.5,-0.1167
"18146","London","25651","HMS Spence","Anomabu","Barbados","1738",NA,"Lawes","United Kingdom",51.5,-0.1167
"18147","London","15255","African","Africa.","Jamaica","1688",NA,NA,"United Kingdom",51.5,-0.1167
"18148","London","77757","Hawke","Africa.","Rappahannock","1762","93","Watson, John","United Kingdom",51.5,-0.1167
"18149","London","76493","Prudent Mary","Africa.","Barbados","1717","86","Thompson, William","United Kingdom",51.5,-0.1167
"18150","London","76984","Neptune","Africa.","Americas","1723",NA,"Hill, Thomas","United Kingdom",51.5,-0.1167
"18151","London","76158","Sea Horse","Madagascar","Buenos Aires","1728","150","White, Moor","United Kingdom",51.5,-0.1167
"18152","London","14988","Martha","Whydah","Newcastle (Nevis)","1703","223","Marsh, Richard","United Kingdom",51.5,-0.1167
"18153","London","76497","Forward","Africa.","Barbados","1717","56","Masterton, Adam","United Kingdom",51.5,-0.1167
"18154","London","25659","Woosley Galley","Whydah","St. Kitts","1718",NA,"Kent","United Kingdom",51.5,-0.1167
"18155","London","21182","Mairmaid","Calabar","Jamaica","1705","220","French, James","United Kingdom",51.5,-0.1167
"18156","London","26296","Reliefe","Africa.","Barbados","1655",NA,NA,"United Kingdom",51.5,-0.1167
"18157","London","77772","Africa","Bonny","Kingston","1764","340","Cowie, Robert","United Kingdom",51.5,-0.1167
"18158","London","76761","Antelope","Africa.","Jamaica","1732",NA,"Chandler, Thomas","United Kingdom",51.5,-0.1167
"18159","London","76762","Margaret","Gallinhas","Saint John (Antigua)","1731",NA,"Trevisa, James","United Kingdom",51.5,-0.1167
"18160","London","76188","Speedwell","Senegambia and offshore Atlantic","Saint John (Antigua)","1766",NA,"Twist, George","United Kingdom",51.5,-0.1167
"18161","London","75094","Arabella","Gambia","Annapolis","1731",NA,"Pike, Stephen","United Kingdom",51.5,-0.1167
"18162","London","75533","Friendship","Anomabu","Charleston","1772","390","Cumming, James","United Kingdom",51.5,-0.1167
"18163","London","20410","Fanteen Gally","Africa.","Barbados","1712","290","Foster, John","United Kingdom",51.5,-0.1167
"18164","London","33502","Don Carlos","Cabinda","Buenos Aires","1703",NA,"Esterson, William<br/> Herpin, Nicolas","United Kingdom",51.5,-0.1167
"18165","London","81076","Duke of Bronte","Rio Pongo","Demerara","1801",NA,"Beale, Richard P","United Kingdom",51.5,-0.1167
"18166","London","75547","George","Saint-Louis","St. Kitts","1774","98","Smith, William","United Kingdom",51.5,-0.1167
"18167","London","75548","George","Saint-Louis","British Caribbean, colony unspecified","1775",NA,"Smith<br/> Glassby, Andrew","United Kingdom",51.5,-0.1167
"18168","London","75552","George Augustus","Whydah","Portobelo","1718","266","Huntington, George<br/> Owen, William","United Kingdom",51.5,-0.1167
"18169","London","76204","Saint Paul","Gambia","Hampton","1752","124","James, Tubley","United Kingdom",51.5,-0.1167
"18170","London","77792","Endeavour",NA,NA,"1764",NA,"Duley, Benjamin","United Kingdom",51.5,-0.1167
"18171","London","81079","Duke of Buccleugh","Bance Island (Ben's Island)","Kingston","1791","352","McLean, John","United Kingdom",51.5,-0.1167
"18172","London","76514","Rebecca","Gold Coast","Barbados","1719","270","Abbis, Thomas","United Kingdom",51.5,-0.1167
"18173","London","24354","Revival","Africa.",NA,"1719",NA,"Hughs","United Kingdom",51.5,-0.1167
"18174","London","82304","Lively","Gambia","St. Eustatius","1793","201","Olderman, John","United Kingdom",51.5,-0.1167
"18175","London","21199","Dolphin","Africa.",NA,"1662",NA,NA,"United Kingdom",51.5,-0.1167
"18176","London","76517","Wright Gally","West Central Africa and St. Helena","Barbados","1719","327","Spelt, Stephen<br/> Brown, Israel","United Kingdom",51.5,-0.1167
"18177","London","9692","Prudence","Africa.","Jamaica","1675",NA,"Nurse, Henry","United Kingdom",51.5,-0.1167
"18178","London","15015","Susanna","Gambia","Jamaica","1699","80","Dew, George<br/> Middleton, Lewis","United Kingdom",51.5,-0.1167
"18179","London","21338","Adventure","Africa.","Jamaica","1702","125","Corbin, Francis","United Kingdom",51.5,-0.1167
"18180","London","78241","Beggar's Bennison","Saint-Louis","Jamaica","1777",NA,"Hamilton, John","United Kingdom",51.5,-0.1167
"18181","London","15020","Batchelors Delight","West Central Africa and St. Helena","Barbados","1696","125","Martin, Francis","United Kingdom",51.5,-0.1167
"18182","London","76524","Samuel","Sierra Leone estuary","Barbados","1719","98","Longbotham, Edward<br/> Anley, Joshua","United Kingdom",51.5,-0.1167
"18183","London","75599","Hanibal","Cape Coast Castle",NA,"1721",NA,"Ousley, Christopher (a) Housby","United Kingdom",51.5,-0.1167
"18184","London","77051","George","Loango","Buenos Aires","1717","245","Malthus, William","United Kingdom",51.5,-0.1167
"18185","London","76806","Prince Frederick","West Central Africa and St. Helena","Jamaica","1733",NA,"Eales, James","United Kingdom",51.5,-0.1167
"18186","London","9982","African","West Central Africa and St. Helena","Barbados","1677",NA,"Hubbard, Thomas","United Kingdom",51.5,-0.1167
"18187","London","76530","Kent Gally","Africa.","Barbados","1720","297","Christie, George","United Kingdom",51.5,-0.1167
"18188","London","81567","Gely","Whydah","St. Vincent","1793","129","Peacock, John","United Kingdom",51.5,-0.1167
"18189","London","76819","Ann and Elizabeth","Africa.","St. Kitts","1734",NA,"Sibson, John","United Kingdom",51.5,-0.1167
"18190","London","75642","Hope","Gambia",NA,"1763",NA,"Thomas<br/> Fear (a) Teer","United Kingdom",51.5,-0.1167
"18191","London","15032","Cape Coast Frigate","Gold Coast","Newcastle (Nevis)","1702",NA,"Groome, Robert","United Kingdom",51.5,-0.1167
"18192","London","76661","Negroes Nest","Africa.","Saint John (Antigua)","1726","140","Boucher, William","United Kingdom",51.5,-0.1167
"18193","London","21350","Maurice and George","Africa.","Jamaica","1704","450","Prince, Lawrence","United Kingdom",51.5,-0.1167
"18194","London","82686","Mentor","Africa.",NA,"1795",NA,"Brand, John","United Kingdom",51.5,-0.1167
"18195","London","82539","Mary","Gold Coast","Kingston","1795","442","Gordon, Alexander<br/> Galt","United Kingdom",51.5,-0.1167
"18196","London","21222","Warner","Africa.","York River","1701","184","Jermaine, John","United Kingdom",51.5,-0.1167
"18197","London","81789","Helen","Africa.","Trinidad","1803","187","Gordon, J","United Kingdom",51.5,-0.1167
"18198","London","80039","Admiral Colpoys","Gold Coast","Havana","1802","287","Adams, George","United Kingdom",51.5,-0.1167
"18199","London","76330","Worge","Saint-Louis","Dominica","1767",NA,"Duley, Benjamin","United Kingdom",51.5,-0.1167
"18200","London","9997","Charles","Calabar","Newcastle (Nevis)","1674",NA,"Andrews, Joseph","United Kingdom",51.5,-0.1167
"18201","London","76837","Blanch (a) Blank","Africa.","Barbados","1735","55","Davies, Ezekiel","United Kingdom",51.5,-0.1167
"18202","London","15039","Hunter","West Central Africa and St. Helena","Barbados","1687","424","Pickard, Peter","United Kingdom",51.5,-0.1167
"18203","London","76348","Whidah Frigate","Whydah","Jamaica","1724",NA,"Barlow, Samuel","United Kingdom",51.5,-0.1167
"18204","London","75256","Chandos","Jacquin","Jamaica","1723","349","Menzies, William<br/> Barnard, John","United Kingdom",51.5,-0.1167
"18205","London","25021","York","Gambia","New York","1754","26","Mercier, Wm","United Kingdom",51.5,-0.1167
"18206","London","20230","Bridgett and Sarah","Africa.","Jamaica","1701","222","Holland, Richard","United Kingdom",51.5,-0.1167
"18207","London","77877","Otter","Bonny","Puerto Rico","1767","375","Linecar, Samuel<br/> Bold","United Kingdom",51.5,-0.1167
"18208","London","77872","Nannette","Africa.","Savanna la Mar","1767","132","Graham, John","United Kingdom",51.5,-0.1167
"18209","London","77870","King of Bonny","Bonny","St. Kitts","1766","400","Cowley, Stretch","United Kingdom",51.5,-0.1167
"18210","London","75921","Neptune","Cabinda","Kingston","1722","395","Hill, Thomas","United Kingdom",51.5,-0.1167
"18211","London","75719","King of Bonny","Africa.","Havana","1764","379","Cowley, Stretch","United Kingdom",51.5,-0.1167
"18212","London","75733","King Solomon","Whydah","Portobelo","1716","288","Coward, Edward","United Kingdom",51.5,-0.1167
"18213","London","76385","Anne","Africa.","Jamaica","1722","153","Blincoe, Richard","United Kingdom",51.5,-0.1167
"18214","London","75285","Clarendon","Gambia",NA,"1721",NA,"Gower, William","United Kingdom",51.5,-0.1167
"18215","London","75286","Clarendon","Cabinda","Jamaica","1723","63","Gower, William","United Kingdom",51.5,-0.1167
"18216","London","77652","Prince Edward","Cape Coast Castle","St. Kitts","1754",NA,"Adams, David<br/> Bostock","United Kingdom",51.5,-0.1167
"18217","London","77650","Speedwell","Gambia",NA,"1754",NA,"Harrison, David<br/> Arthur","United Kingdom",51.5,-0.1167
"18218","London","83467","Salamander","Gold Coast",NA,"1804",NA,"Woolbert, Dederick","United Kingdom",51.5,-0.1167
"18219","London","83466","Salamander","Cape Coast Castle","Havana","1803","313","Jameson, William","United Kingdom",51.5,-0.1167
"18220","London","24550","Three Friends","Saint-Louis",NA,"1762",NA,"Triggs","United Kingdom",51.5,-0.1167
"18221","London","25738","Levant","Gold Coast",NA,"1720",NA,"Finley, Alex","United Kingdom",51.5,-0.1167
"18222","London","78805","Kingston","Gambia","Buenos Aires","1717","188","Bewes, Joseph","United Kingdom",51.5,-0.1167
"18223","London","15199","Judith",NA,NA,"1709",NA,"Upton, Thomas","United Kingdom",51.5,-0.1167
"18224","London","76403","Italian Gally","Whydah","Barbados","1727",NA,"Dagge, John","United Kingdom",51.5,-0.1167
"18225","London","24020","Elizabeth","Gambia","Charleston","1753","160","Hunt, James","United Kingdom",51.5,-0.1167
"18226","London","80701","Brothers","Africa.","Havana","1802","223","Horry, A","United Kingdom",51.5,-0.1167
"18227","London","75781","Loretta","Sierra Leone estuary","Kingston","1763","299","Poultney, Robert","United Kingdom",51.5,-0.1167
"18228","London","77903","Little Betsy","Africa.","Americas","1766",NA,"Robertson, Edward<br/> Farquhar, Humphrey","United Kingdom",51.5,-0.1167
"18229","London","76886","Pearl","Cabinda","Jamaica","1737",NA,"Thompson, William","United Kingdom",51.5,-0.1167
