"","port_origin","voyage_id","ship_name","place_of_purchase","port_arrival","year_arrival","n_slaves_arrived","captains_name","country","lat","lng"
"225","Bahia","3957","Espanto","Africa.","Bahia","1849","150","Marinho, Joaquim G",NA,NA,NA
"226","Bahia","3958","Rosita","Africa.","Bahia","1849","418","Bastos, João Joaquim do M",NA,NA,NA
"227","Bahia","3960","Igualdade","Africa.","Bahia","1849","400","Souza, José Pereira de",NA,NA,NA
"228","Bahia","3961","Segredo","Africa.","Bahia","1849","180","Bastos, M C da Rocha",NA,NA,NA
"229","Bahia","3962","Bom Destino","Lagos, Onim","Bahia","1849","450","Garcia, José de S",NA,NA,NA
"230","Bahia","3963","Rosita","Africa.","Bahia","1849","400","Bastos, João Joaquim do M",NA,NA,NA
"231","Bahia","3964","Esperança","Africa.","Bahia","1849","150","Guimarães, F C P",NA,NA,NA
"232","Bahia","3965","Quilio","Africa.","Bahia","1849","300","Cardoso, J M",NA,NA,NA
"233","Bahia","3966","Igualdade","Africa.","Bahia","1849","510","Souza, José Pereira de",NA,NA,NA
"234","Bahia","3967","Mosquito","Africa.","Bahia","1849",NA,"Nirio, J V de",NA,NA,NA
"235","Bahia","3968","Divindade","Porto Novo","Bahia","1849","190","Silva, J P da",NA,NA,NA
"236","Bahia","3969","Rosita","Lagos, Onim","Bahia","1849","413","Bastos, João Joaquim do M",NA,NA,NA
"237","Bahia","3970","Bom Destino","Africa.","Bahia","1849","450","Barras, M de O",NA,NA,NA
"238","Bahia","3971","Esperança","Africa.","Bahia","1849","190","Guimarães, F C P",NA,NA,NA
"239","Bahia","3972",NA,"Africa.","Bahia","1849","500",NA,NA,NA,NA
"240","Bahia","4012","Destemida",NA,NA,"1850",NA,"Costa, Veríssimo José da",NA,NA,NA
"241","Bahia","4015","Flor de Maria","Bight of Benin","Freetown","1850","272","Nobre, João de Souza",NA,NA,NA
"242","Bahia","4016","Caramuru","Bight of Benin","Freetown","1850","332","Souza, Francisco Antônio da",NA,NA,NA
"243","Bahia","4017","Andorinha Feliz",NA,NA,"1850",NA,"Lopes, Bernardo<br/> Maltez, J P de S",NA,NA,NA
"244","Bahia","4018",NA,"Bight of Benin","Freetown","1850","254","Maria, José",NA,NA,NA
"245","Bahia","4019","Feliz","Bight of Benin","Freetown","1850","236","Carvalho, Antônio Luís de",NA,NA,NA
"246","Bahia","4020","Mosquito",NA,NA,"1850",NA,"Afonso, Lourenço",NA,NA,NA
"247","Bahia","4021","Brasil","Lagos, Onim","Freetown","1850","279","Henriques, José Maria",NA,NA,NA
"248","Bahia","4022","Girassol",NA,NA,"1850",NA,"Viana, Manoel Lopes",NA,NA,NA
"249","Bahia","4046","Serpente",NA,NA,"1850",NA,"Araújo, José Bernardino de",NA,NA,NA
"250","Bahia","4056","Nova Andorinha",NA,NA,"1850",NA,"Guimarães, Inocêncio José de",NA,NA,NA
"251","Bahia","4078","Flor de Camamu",NA,NA,"1850",NA,"Silva, Henrique José Vieira da",NA,NA,NA
"252","Bahia","4079",NA,NA,NA,"1850",NA,"Garcia, Alexior",NA,NA,NA
"253","Bahia","4080",NA,NA,NA,"1850",NA,NA,NA,NA,NA
"254","Bahia","2048","Coquete","Africa.","Bahia","1840",NA,"Picão, A",NA,NA,NA
"255","Bahia","2049","Sociedade Feliz","Princes Island","Bahia","1840","230","Francisco, José",NA,NA,NA
"256","Bahia","2050","Gratidão","Lagos, Onim","Bahia","1840","380","Martins, M",NA,NA,NA
"257","Bahia","2051","Juliana","Princes Island","Bahia","1840","256","Autino, J",NA,NA,NA
"258","Bahia","2052","Graciosa Vingativa","Sao Tome","Bahia","1840","80","Pereira, J",NA,NA,NA
"259","Bahia","2152","NS das Dores","Lagos, Onim","Bahia","1840","137","Vieira, M A",NA,NA,NA
"260","Bahia","2153","Juliana","Whydah","Bahia","1840","330","Antônio, Quirino",NA,NA,NA
"261","Bahia","2154","Picão","Africa.","Bahia","1841","550","Picão, A",NA,NA,NA
"262","Bahia","2156","Graciosa Vingativa","Princes Island","Bahia","1841","61","Manoel, J",NA,NA,NA
"263","Bahia","2172","Picão","Africa.","Bahia","1841","480","Picão, A",NA,NA,NA
"264","Bahia","2195","Viajante Feliz","Benguela","Pernambuco","1841","750","Gomes, J A",NA,NA,NA
"265","Bahia","2201","Picão","Africa.","Bahia","1841","300","Derizano, Benito",NA,NA,NA
"266","Bahia","2219","Graciosa Vingativa","Sao Tome","Bahia","1842","80","Sabino, J",NA,NA,NA
"267","Bahia","2220","Brilhante","Africa.","Bahia","1842","480","Santos, O J",NA,NA,NA
"268","Bahia","490","NS da Conceição de Maria","Malembo","Bahia","1825","179",NA,NA,NA,NA
"269","Bahia","491","Sacramento","Malembo","Bahia","1825","231",NA,NA,NA,NA
"270","Bahia","493","S João Segunda Rosália","Malembo","Bahia","1825","222",NA,NA,NA,NA
"271","Bahia","2244","Paquete","Bight of Benin","Santos","1842","400",NA,NA,NA,NA
"272","Bahia","2247","Picão","Africa.","Bahia","1842","450",NA,NA,NA,NA
"273","Bahia","2248","Viajante Feliz","Africa.","Bahia","1842","450",NA,NA,NA,NA
"274","Bahia","2249","Bonfim","Africa.","Bahia","1842","500",NA,NA,NA,NA
"275","Bahia","2250","Graciosa Vingativa","Africa.","Bahia","1842","80",NA,NA,NA,NA
"276","Bahia","2251","Lobo","Africa.","Bahia","1842","480","Alves, José",NA,NA,NA
"277","Bahia","2259","Tentadora","Africa.","Bahia","1843","611","Torres, S J de",NA,NA,NA
"278","Bahia","2260","Graciosa Vingativa","Lagos, Onim","Bahia","1843","102","Reis, M F dos",NA,NA,NA
"279","Bahia","2261","Fúria","Africa.","Bahia","1843","480","Monteiro, José Soares",NA,NA,NA
"280","Bahia","2262","Tentadora","Africa.","Bahia","1843","406","Torres, S J de",NA,NA,NA
"281","Bahia","2263","Esperança","Africa.","Bahia","1843","280","Gonçalves, A",NA,NA,NA
"282","Bahia","2274","Leda","Whydah","Bahia","1843","270",NA,NA,NA,NA
"283","Bahia","2275","Graciosa Vingativa","Lagos, Onim","Bahia","1843","102","Luvi, J<br/> Luiz, João",NA,NA,NA
"284","Bahia","2276",NA,"Africa.","Bahia","1843","320",NA,NA,NA,NA
"285","Bahia","2277","Tentadora","Africa.","Bahia","1843","540","Torres, S J de",NA,NA,NA
"286","Bahia","583","S João Voador","Malembo","Bahia","1826","124","Costa, Manoel dos Santos da",NA,NA,NA
"287","Bahia","584","Bonsucesso","Malembo","Bahia","1826","197","Fonseca, Gaspar dos Reis da",NA,NA,NA
"288","Bahia","587","Nova Viagem","Malembo","Bahia","1826","305","Barros, José Ferreira de",NA,NA,NA
"289","Bahia","588","Maria da Glória","Malembo","Bahia","1826","532","Diogo, João",NA,NA,NA
"290","Bahia","2357","Maria da Glória","Lagos, Onim","Cuba","1824","400","Fonseca, João José da<br/> Cotarro, José",NA,NA,NA
"291","Bahia","636","Zeferina","Bights","Bahia","1827","246","Rosa, José da (Jr)",NA,NA,NA
"292","Bahia","637","Tibério","Malembo","Bahia","1827","520","Viana, Francisco Pinto de Araújo",NA,NA,NA
"293","Bahia","638","Nova Viagem","Malembo","Bahia","1827","350","Silveira, J C",NA,NA,NA
"294","Bahia","641","Caçador","Malembo","Bahia","1827","303","Barbosa, J",NA,NA,NA
"295","Bahia","642","Veloz","Bight of Benin","Bahia","1827",NA,"Pereira, F de S",NA,NA,NA
"296","Bahia","644","Esperança","Malembo","Bahia","1827","111","Vale, Vicente Ferreira<br/> Brito, D J de",NA,NA,NA
"297","Bahia","645","Ceylon","Bight of Benin","Bahia","1827",NA,"West, J",NA,NA,NA
"298","Bahia","647","Eclipse","Sierra Leone","Bahia","1827",NA,"Faria, João Antônio de",NA,NA,NA
"299","Bahia","693","Veloz","Ambriz","Rio de Janeiro","1827","211","Santos, Manoel Pereira dos",NA,NA,NA
"300","Bahia","703","S Efigênia","Congo River","Rio de Janeiro","1827","197","Silva, Manoel Rodrigues da",NA,NA,NA
"301","Bahia","2443","Virtude","Calabar","Freetown","1833","317","Bartolomeu, Manoel Isidoro",NA,NA,NA
"302","Bahia","2444","Tâmega","Lagos, Onim","Freetown","1834","436","Ferreira, José Lopes",NA,NA,NA
"303","Bahia","745","Felicidade","Cabinda","Bahia","1828","532","Ferreira, André Joaquim",NA,NA,NA
"304","Bahia","746","Águia da América","Lagos, Onim","Bahia","1828","149","Melo, Joaquim Gomes de",NA,NA,NA
"305","Bahia","2502","Explorador",NA,NA,"1836",NA,"Inza, José de",NA,NA,NA
"306","Bahia","2526","Esperança","Bights","Bahia","1836",NA,NA,NA,NA,NA
"307","Bahia","2549","Latona","Whydah","Freetown","1837","321","Carvalho, José Gervásio de",NA,NA,NA
"308","Bahia","824","Três Amigos","Ambriz","Rio de Janeiro","1828","558","Cardoso, Manoel Eusébio",NA,NA,NA
"309","Bahia","2615","Eagle",NA,NA,"1839",NA,"Littig, Joshua Wells",NA,NA,NA
"310","Bahia","876","S José Diligente","Benguela","Rio de Janeiro","1829","478","Bitencourt, Manoel Cardoso",NA,NA,NA
"311","Bahia","2637","Sete de Abril (a) Mary Cushing","Lagos, Onim","Freetown","1839","427","Martinho, Manoel",NA,NA,NA
"312","Bahia","885","Felicidade","Malembo","Bahia","1829","443","Santos, A V dos",NA,NA,NA
"313","Bahia","886","Pedroso","Congo River","Bahia","1829","503","Francisco, Gaspar",NA,NA,NA
"314","Bahia","887","Diligência","Congo River","Bahia","1829","305","Almeida, Francisco Gomes de",NA,NA,NA
"315","Bahia","888","Terceira Rosália","Cabinda","Bahia","1829","275","Santos, João Cardoso dos",NA,NA,NA
"316","Bahia","889","Temerário","Congo River","Bahia","1829","358","Santos, José Maria dos",NA,NA,NA
"317","Bahia","890","Africano","Cabinda","Bahia","1829","210","Oliveira, Francisco Barbosa de",NA,NA,NA
"318","Bahia","893","S Cruz","Malembo","Bahia","1829","258","Carneiro, J F",NA,NA,NA
"319","Bahia","897","Terceira Rosália","Cabinda","Bahia","1829","261","Santos, Joaquim Vieira dos",NA,NA,NA
"320","Bahia","898","Bonsucesso","Cabinda","Bahia","1829","227","Santos, Joaquim Vieira dos",NA,NA,NA
"321","Bahia","928","Cambuatá","Mozambique","Rio de Janeiro","1829","248","Souza, Joao Pedro de",NA,NA,NA
"322","Bahia","4571","Andorinha","Africa.","Bahia","1847","420","Ávila, Cândido Severino da",NA,NA,NA
"323","Bahia","4600","Igualdade","Africa.","Bahia","1850","480","Souza, José Pereira de",NA,NA,NA
"324","Bahia","2753","Amelie","Africa.","Bahia","1842",NA,NA,NA,NA,NA
"325","Bahia","4604","Polca","Africa.","Bahia","1850","346","Pereira, F C",NA,NA,NA
"326","Bahia","4616","Catita","Africa.","Bahia","1850","450",NA,NA,NA,NA
"327","Bahia","2910","Constante","Calabar","Freetown","1821","154","Jardim, Antônio da Costa",NA,NA,NA
"328","Bahia","2912","Adelaide","Badagry/Apa","Freetown","1821","209","Araújo, José Gonçalves",NA,NA,NA
"329","Bahia","2913","Primeira Estrela","Whydah","Bahia","1824",NA,"Rodrigues, Cosme José",NA,NA,NA
"330","Bahia","2914","Nova Viagem","Lagos, Onim","Bahia","1825",NA,"Gomes, José Ramos",NA,NA,NA
"331","Bahia","2915","NS da Conceição","Cameroons River","Freetown","1822","191","Silva, José Lourenço da",NA,NA,NA
"332","Bahia","2916","Ninfa do Mar","Whydah","Freetown","1822","3","Veloso, Francisco",NA,NA,NA
"333","Bahia","2917","Primeira Estrela","Badagry/Apa","Freetown","1822","292","Santos, Manoel Pereira dos",NA,NA,NA
"334","Bahia","2918","Defensora da Pátria","Calabar","Freetown","1822","80","Novaes, Caetano Raimundo de",NA,NA,NA
"335","Bahia","2919","Esperança Feliz","Lagos, Onim","Freetown","1822","85","Lima, Joaquim José Brito",NA,NA,NA
"336","Bahia","2920","Esperança","Lagos, Onim","Freetown","1822","147","Maia, Plácido José da",NA,NA,NA
"337","Bahia","2921","Dez de Fevereiro","Gold Coast","Freetown","1822","10","Silva, João da",NA,NA,NA
"338","Bahia","2924","Juliana","Porto Novo","Freetown","1822","99","Leal, João Ezequiel",NA,NA,NA
"339","Bahia","2927","Rimerra","Whydah","Bahia","1822",NA,NA,NA,NA,NA
"340","Bahia","2928","Gomba","Lagos, Onim","Freetown","1822","300",NA,NA,NA,NA
"341","Bahia","2931","Comerciante","Cameroons River","Freetown","1822","168","Almeida, Manoel Joaquim de<br/> Folha, Domingos Ribeiro",NA,NA,NA
"342","Bahia","2932","Fé","Malembo","Bahia","1822",NA,"Souza, Fortunato Gomes de<br/> Gomes, Fortunato",NA,NA,NA
"343","Bahia","2933","Netuno","Lagos, Onim","Bahia","1822",NA,"Alguier, M A",NA,NA,NA
"344","Bahia","2934","Paquete de Viana","Malembo","Bahia","1822","236","Monsuelo, Carlos",NA,NA,NA
"345","Bahia","2935","S Antônio de Lisboa","Porto Novo","Freetown","1822","317","Machado, José",NA,NA,NA
"346","Bahia","2936","Caridade","Whydah","Bahia","1822",NA,"Brago, Wachin de",NA,NA,NA
"347","Bahia","2938","Nova Sorte","Gold Coast","Freetown","1822","122","Fonseca, Raimundo Gomes",NA,NA,NA
"348","Bahia","2939","Crioula",NA,NA,"1824",NA,"Silveira, André Pinto da",NA,NA,NA
"349","Bahia","2940","Henriqueta",NA,NA,"1824",NA,"Santos, Manoel Cardoso dos",NA,NA,NA
"350","Bahia","2941","Minerva (a) Brasileira",NA,NA,"1824",NA,"Almeida, Manoel Joaquim de",NA,NA,NA
"351","Bahia","2942","Bom Caminho","Badagry/Apa","Freetown","1824","327","Araújo, Joaquim Luís de",NA,NA,NA
"352","Bahia","2945","Dois Amigos Brasileiros","Badagry/Apa","Freetown","1824","255","Barros, José Ferreira de<br/> Silva, Antônio Álvares da",NA,NA,NA
"353","Bahia","2946","Aviso","Badagry/Apa","Freetown","1824","431","Silva, Luís Pacheco da",NA,NA,NA
"354","Bahia","2947","Bela Eliza","Lagos, Onim","Freetown","1824","369","Maria, Plácido José",NA,NA,NA
"355","Bahia","2948","Bonfim","Lagos, Onim","Freetown","1825","148","Lima, Joaquim José Brito",NA,NA,NA
"356","Bahia","2952","Bom Jesus dos Navegantes","Lagos, Onim","Freetown","1825","267","Pereira, Manoel José",NA,NA,NA
"357","Bahia","2953","União","Lagos, Onim","Freetown","1825","249","Ramos, José Gomes",NA,NA,NA
"358","Bahia","2954","Paquete da Bahia","Whydah","Freetown","1825","385","Carvalho, Bento Francisco de",NA,NA,NA
"359","Bahia","2955","S João e Segunda Rosália","Lagos, Onim","Freetown","1826","188","Silva, Amaro José da",NA,NA,NA
"360","Bahia","2960","Novo Brilhante","Badagry/Apa","Bahia","1825",NA,"Porto, Antônio Alves da Silva",NA,NA,NA
"361","Bahia","2961","Aliança das Nações","Popo","Bahia","1826",NA,"Silva, Luís de",NA,NA,NA
"362","Bahia","2962","Feliz Africano","Whydah","Bahia","1826",NA,"Galvão, Antônio José",NA,NA,NA
"363","Bahia","2964","S Benedito",NA,NA,"1826",NA,NA,NA,NA,NA
"364","Bahia","2965","Príncipe de Guiné","Whydah","Freetown","1826","579","Almeida, Manoel Joaquim de",NA,NA,NA
"365","Bahia","2966","Heroína",NA,NA,"1826",NA,"Neto, Miguel Antônio",NA,NA,NA
"366","Bahia","2967","Eclipse",NA,NA,"1827",NA,"Faria, João Antônio de",NA,NA,NA
"367","Bahia","2968","Vênus","Whydah","Freetown","1827","188","Preza, Jacinto",NA,NA,NA
"368","Bahia","2970","Dois Amigos","Badagry/Apa","Freetown","1827","308","Ladrilhão, José Joaquim",NA,NA,NA
"369","Bahia","2971","Trajano",NA,NA,"1827",NA,"Rios, José da Silva",NA,NA,NA
"370","Bahia","2972","Tentadora",NA,NA,"1827",NA,"Lopes, Inocêncio dos Santos",NA,NA,NA
"371","Bahia","2973","Carlota",NA,NA,"1827",NA,"Costa, José Francisco da",NA,NA,NA
"372","Bahia","2974","Venturoso",NA,NA,"1827",NA,"Souza, Joaquim Pinto de",NA,NA,NA
"373","Bahia","2975","Providência",NA,NA,"1827",NA,"Souza, José Pedro de",NA,NA,NA
"374","Bahia","2976","Independência",NA,NA,"1827",NA,"Carneiro, Jacinto Antônio Pereira",NA,NA,NA
"375","Bahia","2977","NS da Conceição de Maria","Whydah","Freetown","1827","198","Souza, Joaquim Pinto de",NA,NA,NA
"376","Bahia","2980","Crioula","Calabar","Freetown","1827","289","Souza, Joaquim Pinto de",NA,NA,NA
"377","Bahia","2982","Copioba",NA,NA,"1827",NA,"Braga, Joaquim Pinto de",NA,NA,NA
"378","Bahia","2984","Bahia",NA,NA,"1827",NA,"Carvalho, Manoel Batista de",NA,NA,NA
"379","Bahia","2988","Henriqueta","Malembo","Bahia","1826","524","Santos, João Cardoso dos",NA,NA,NA
"380","Bahia","2989","Henriqueta","Malembo","Bahia","1827","523","Santos, João Cardoso dos",NA,NA,NA
"381","Bahia","2992","S João Voador",NA,NA,"1827",NA,"Galvão, Antônio José",NA,NA,NA
"382","Bahia","2993","Vencedora",NA,NA,"1827",NA,"Evangelista, João Maria",NA,NA,NA
"383","Bahia","2994","Esperança",NA,NA,"1828",NA,"Rios, José da Silva",NA,NA,NA
"384","Bahia","2996","Terceira Rosália",NA,NA,"1828",NA,"Sarmento, Manoel Pereira",NA,NA,NA
"385","Bahia","2998","Nova Viagem","Bight of Benin","Freetown","1828","320","Silva, Manoel Simões da<br/> Rodriguez, Cosmé José<br/> Barros, José Ferreira de",NA,NA,NA
"386","Bahia","3000","Sociedade",NA,NA,"1828",NA,"Martínez, José",NA,NA,NA
"387","Bahia","3001",NA,"Lagos, Onim","Bahia","1829",NA,NA,NA,NA,NA
"388","Bahia","3002",NA,"Lagos, Onim","Bahia","1827",NA,NA,NA,NA,NA
"389","Bahia","3003",NA,NA,NA,"1827",NA,NA,NA,NA,NA
"390","Bahia","3004",NA,"Lagos, Onim","Bahia","1827",NA,NA,NA,NA,NA
"391","Bahia","3006","S Efigênia","Badagry/Apa","Freetown","1828","218","Silva, Manoel Rodrigues da<br/> Carvalho, Matias Batista",NA,NA,NA
"392","Bahia","3007","Zeferina","Whydah","Freetown","1828","158",NA,NA,NA,NA
"393","Bahia","3008","NS da Penha da França","Lagos, Onim","Freetown","1828","169","Maia, José Teixeira da",NA,NA,NA
"394","Bahia","3012","Vingador","Lagos, Onim","Freetown","1828","624","Neto, Miguel Antônio",NA,NA,NA
"395","Bahia","3015","Triunfo","Anomabu","Freetown","1828","122","Santana, Manoel José de",NA,NA,NA
"396","Bahia","3016","Bela Elisa","Lagos, Onim","Freetown","1829","215",NA,NA,NA,NA
"397","Bahia","3017","União","Lagos, Onim","Freetown","1829","366","Ferreira, André Joaquim",NA,NA,NA
"398","Bahia","3018","Andorinha",NA,NA,"1829",NA,NA,NA,NA,NA
"399","Bahia","3019","D Bárbara","Lagos, Onim","Freetown","1829","351","Luís, Tomás",NA,NA,NA
"400","Bahia","3023","Emília","Lagos, Onim","Freetown","1829","455","José, Pedro (Neto)",NA,NA,NA
"401","Bahia","3024","Santiago (a) Santo Jago","Whydah","Freetown","1829","155","Paladius, José Antônio de Souza",NA,NA,NA
"402","Bahia","3026","Tentadora","Lagos, Onim","Freetown","1829","359","Oliveira, Inácio Manoel de",NA,NA,NA
"403","Bahia","3027","Emília","Whydah","Freetown","1830","171","Silva, Manoel Simões da",NA,NA,NA
"404","Bahia","3029","NS da Guia","Lagos, Onim","Freetown","1830","252","Soares, José Fernandes",NA,NA,NA
"405","Bahia","3030","Primeira Rosália","Lagos, Onim","Freetown","1830","251","Sabino, João",NA,NA,NA
"406","Bahia","3031","Umbelina","Lagos, Onim","Freetown","1830","183","Santos, João Cardoso dos",NA,NA,NA
"407","Bahia","3032","Nova Resolucão","Keta","Freetown","1830","42","Cruz, Januário José da",NA,NA,NA
"408","Bahia","3034",NA,"Cacheu","Bahia","1829",NA,NA,NA,NA,NA
"409","Bahia","3044","Paquete Africano","Luanda","Bahia","1833","270",NA,NA,NA,NA
"410","Bahia","3046","Atrevido","Bights","Bahia","1833",NA,"Garcia, João",NA,NA,NA
"411","Bahia","3050","Galiana",NA,NA,"1841",NA,"Sena, José Pedro da Silva",NA,NA,NA
"412","Bahia","3052","S Antônio",NA,NA,"1842",NA,"Derizano, Benito",NA,NA,NA
"413","Bahia","3053","Vencedora","Gabon","Bahia","1842",NA,"Carro, R A de",NA,NA,NA
"414","Bahia","3055","Resolução",NA,NA,"1842",NA,"Castro, Bernardo Xavier de",NA,NA,NA
"415","Bahia","3058","Luís de Albuquerque","Africa.","Bahia","1842",NA,"Bellet, Emilio",NA,NA,NA
"416","Bahia","3059","Ana","Benguela","Bahia","1842",NA,"Pinto, M F",NA,NA,NA
"417","Bahia","3064","Mosca","Africa.","Bahia","1835",NA,NA,NA,NA,NA
"418","Bahia","3065","Mosca",NA,NA,"1836",NA,"Esifa, Juan",NA,NA,NA
"419","Bahia","3068","Veloz","Lagos, Onim","Freetown","1836","469","Soares, João Nunes",NA,NA,NA
"420","Bahia","3069","Lafayette","Lagos, Onim","Freetown","1837","441","Nolueira, Manoel Antônio Rodrigues",NA,NA,NA
"421","Bahia","3070","Providência","Lagos, Onim","Freetown","1837","192","Guimarães, Joaquim Martins",NA,NA,NA
"422","Bahia","3071","Amélia","Lagos, Onim","Freetown","1837","367","Marcial, Manoel José",NA,NA,NA
"423","Bahia","3073","Deixa Falar","Lagos, Onim","Freetown","1837","186","Baker, João Anastácio",NA,NA,NA
